18,ee,0,2 2,fds,1,3 1,18-7-2019 20:31,0 _ 1,false
19,r,0,2 2,n,1,2 2,18-7-2019 20:59,1 _ 0,false
21,itay,0,2 2,momo,1,2 2,6-10-2019 15:58,3 _ 0,true
22,,0,2 2,,1,2 2,6-10-2019 15:59,3 _ 0,true
